水资源,水资源供需平衡分析
水资源,水资源评价
水资源,水资源系统
水资源,水资源规划
水资源,水资源配置
水资源,水资源调度
水资源,水资源保护
水资源,水资源管理
水资源,非常规水资源
水资源,洪水资源化
洪水,洪水资源化
水利,雨水利用
水资源,污水资源化
水资源,水资源承载能力
防洪,防洪工程
防洪,防洪工程措施
防洪工程,防洪工程措施
防洪,防洪非工程措施
防洪,防洪应急预案
水库,水库防洪
防洪,水库防洪
水库,水库调洪方式
补偿调节,防洪补偿调节
防洪,防洪补偿调节
防洪,防洪错峰调节
防洪,防洪规划
防洪,防洪标准
涝,涝灾
洪水,洪水期
汛期,前汛期
汛期,主汛期
汛期,后汛期
枯水,枯水期
水位,枯水位
枯水,枯水位
洪水,超标准洪水
洪水,典型年洪水
洪水,1954年洪水
洪水,1998年洪水
洪水,“75·8”洪水
洪水风险,洪水风险图
洪水,洪水风险图
防洪,防洪风险率
防洪,防洪调度
洪水,洪水管理
洪水预报,洪水预报系统
洪水,洪水预报系统
防洪,防洪决策支持系统
决策支持系统,防洪决策支持系统
防汛,防汛物资调配
水位,防汛特征水位
防汛,防汛特征水位
水位,警戒水位
水位,设防水位
水位,保证水位
水位,分洪水位
洪水,分洪水位
分洪,分洪水位
泄洪,泄洪能力
滞洪,蓄滞洪区
行洪,行洪区
分洪,分洪区
分洪,分洪工程
分洪,分洪道
圩,保庄圩
堤,戗堤
堤,导堤
堤,圩堤
堤,翼堤
堤,子堤
堤,干堤
堤,支堤
堤,过水堤
堤,自溃堤
堤,巡堤查险
堤,堤防岁修
堤,堤坝隐患
堤,堤坝裂缝
反滤,反滤围井
堤,堤基防渗
堤,堤坡稳定
干旱,干旱指数
干旱,干旱监测
旱情,旱情监测
干旱,干旱等级
干旱,干旱预警信号
干旱,气象干旱
干旱,大气干旱
干旱,土壤干旱
干旱,生理干旱
墒情,墒情监测
墒情,墒情预报
水利,农田水利
水利,农村水利
水利,农田水利基本建设
农田水利,农田水利基本建设
毛管水,毛管水强烈上升高度
土壤水,土壤水分常数
土壤水,土壤水吸力
土壤水,土壤水容量
土壤水,土壤水分运动
下渗,下渗率
土壤水,土壤水分特征曲线
土壤水,土壤水分滞后现象
土壤水,土壤水再分布
电导率,电导率仪
蒸发,潜水蒸发强度
潜水蒸发,潜水蒸发强度
蒸发,蒸发蒸腾量
蒸发,蒸发蒸腾率
蒸腾率,蒸发蒸腾率
蒸发,潜在蒸发蒸腾量
蒸发蒸腾量,潜在蒸发蒸腾量
作物需水量,参考作物需水量
水系,需水系数
模比系数,需水量模比系数
灌溉,灌溉制度
灌溉,灌溉定额
雨量,有效降雨量
渗漏,深层渗漏量
灌水模数,灌水模数图
灌溉,灌溉用水量
灌溉,灌溉用水过程线
灌溉,储水灌溉
灌溉,播前灌溉
灌溉,节水灌溉
灌溉,非充分灌溉
灌溉,调亏灌溉
灌溉,分根交替灌溉
灌溉,控制灌溉
灌溉,精准灌溉
灌溉,智能化灌溉
灌溉,自流灌溉
灌溉,提水灌溉
灌溉,灌溉面积
设计标准,灌溉设计标准
灌溉,灌溉设计标准
灌溉,灌溉临界期
灌溉,灌溉水源
灌溉,浑水灌溉
灌溉,劣质水灌溉
灌溉,污水灌溉
咸水,微咸水灌溉
灌溉,微咸水灌溉
灌溉,肥水灌溉
灌溉,磁化水灌溉
灌溉,灌溉回归水
灌溉,灌溉水质
灌溉,灌溉水温
灌溉,灌溉工程
灌溉,蓄水灌溉
灌溉,引水灌溉
灌溉,灌溉输水
灌溉,灌溉渠道
灌溉,长藤结瓜式灌溉系统
灌溉,管道灌溉系统
灌溉,地面灌溉
畦灌,水平畦灌
灌溉,涌流灌溉
灌溉,湿润灌溉
灌溉,地下灌溉
喷灌,微喷灌
喷灌,喷灌系统
喷灌,脉冲喷灌
喷灌,喷灌强度
水利,喷洒水利用系数
喷灌,喷灌均匀度
喷头,喷头基本参数
喷头,低压喷头
喷头,中压喷头
喷头,高压喷头
喷头,射流式喷头
喷头,摇臂式喷头
喷头,叶轮式喷头
喷头,散水式喷头
喷头,折射式喷头
喷头,缝隙式喷头
喷头,离心式喷头
喷头,地埋式喷头
喷灌,自压喷灌
喷灌,恒压喷灌系统
喷灌系统,恒压喷灌系统
喷灌,喷灌机组
喷灌,固定式喷灌系统
喷灌系统,固定式喷灌系统
喷灌,半固定式喷灌系统
喷灌系统,半固定式喷灌系统
固定式喷灌系统,半固定式喷灌系统
喷灌,移动式喷灌系统
喷灌系统,移动式喷灌系统
喷灌,双臂式喷灌机
喷灌,中心支轴式喷灌机
喷灌,平移自走式喷灌机
喷灌,绞盘式喷灌机
喷头,微喷头
喷灌,喷灌带
滴灌,膜下滴灌
滴灌,滴灌带
滴头,孔口式滴头
滴头,长流道滴头
井灌,井灌井排
管井,筒管井
管井,卧管井
水库,土壤水库
土壤水,土壤水库
水安全,农村饮水安全
灌溉,灌溉管理
灌区,灌区计划用水
灌溉,灌溉预报
水利,田间水利用系数
水利,渠道水利用系数
水利,渠系水利用系数
水利,灌溉水利用系数
灌溉,灌溉水利用系数
涝,除涝
设计标准,除涝设计标准
涝,除涝设计标准
除涝,除涝设计标准
涝,排涝模数
地下排水,地下排水模数
水系,除涝排水系统
涝,除涝排水系统
除涝,除涝排水系统
截流,截流沟
截流,等高截流
沟洫,沟洫畦田
条田,沟洫条田
沟洫,沟洫条田
沟洫,沟洫台田
水系,暗管排水系统
暗管排水,暗管排水系统
跌水,跌水井
圩,圩区
蓄洪,蓄洪垦殖
碱土,盐碱土
渍,盐渍化
渍,次生盐渍化
盐渍化,次生盐渍化
流域,小流域治理
埝,水平埝地
涝,涝池
水车,斗式水车
水车,龙骨水车
水车,管链水车
泵站,泵站效率
泵站,圬工泵站
圬工泵,圬工泵站
泵站,泵站前池
泵站,泵站进水池
泵站,泵站出水池
水泵,水泵进水流道
水泵,水泵出水流道
灌区,大型灌区
灌区,中型灌区
灌区,小型灌区
灌区,特大型灌区
大型灌区,特大型灌区
灌区,自流灌区
水库,水库灌区
灌区,水库灌区
灌区,提水灌区
灌区,都江堰灌区
灌区,泾惠渠灌区
灌区,洛惠渠灌区
灌区,宝鸡峡引渭灌区
灌区,内蒙河套灌区
灌溉,苏北灌溉总渠
灌区,淠史杭灌区
水库,安丰塘水库
灌区,韶山灌区
灌区,尼罗河灌区
灌区,印度河灌区
灌溉,灌溉农业
水域,水域占补平衡
水文模型,城市水文模型
河网,平原河网感潮区
防洪,防洪风险管理
防洪,城市防洪
涝,城市内涝
防洪,城市防洪体系
城市防洪,城市防洪体系
涝,城市治涝体系
防洪,城市防洪标准
防洪标准,城市防洪标准
城市防洪,城市防洪标准
涝,城市治涝大系统
防洪,城市防洪圈
城市防洪,城市防洪圈
防洪,防洪墙
涝,排涝泵站
泵站,排涝泵站
径流,综合径流系数
径流系数,综合径流系数
径流,地表径流系数
径流系数,地表径流系数
下渗,绿地下渗率
下渗率,绿地下渗率
下渗,下渗曲线
下渗,霍顿下渗公式
洪峰,洪峰模数
水利,洪水利用
洪水,洪水利用
暴雨,短历时暴雨
暴雨,城市暴雨公式
暴雨,城市设计暴雨雨型
设计暴雨,城市设计暴雨雨型
水系,分流制排水系统
水系,合流制排水系统
水能,水能利用
水能资源,水能资源理论蕴藏量
水能,水能资源理论蕴藏量
水能资源,水能资源技术可开发量
水能,水能资源技术可开发量
水能资源,水能资源经济可开发量
水能,水能资源经济可开发量
水力发电,水力发电站
河床,河床式水电站
径流,径流式水电站
库容,库容系数
水库,水库淹没损失
多年调节,多年调节水电站
年调节,多年调节水电站
年调节水电站,多年调节水电站
年调节,年调节水电站
日调节,日调节水电站
电力系统,电力系统负荷
电力系统负荷,电力系统负荷图
电力系统,电力系统负荷图
日负荷图,日负荷图峰谷差
基荷,基荷指数
年负荷图,静态年负荷图
年负荷图,动态年负荷图
抽水蓄能电站,抽水蓄能电站综合效率
水能,水能计算
水电站水头,水电站水头损失
流量,水电站流量
水电站出力,水电站出力保证率曲线
备用容量,旋转备用容量
水库,水库备用库容
库容,水库备用库容
调频,调频电站
水库,水电站水库调度
水库调度,水电站水库调度
水库,水库电能
河流,河流梯级开发
水库,梯级水库联合调度
补偿调节,跨流域补偿调节
流域,跨流域补偿调节
河床,河床式厂房
抽水蓄能电站,抽水蓄能电站厂房
潮汐电站,潮汐电站厂房
水轮机,水轮机层
水电站厂房,水电站厂房机组段
母线,母线道
变压器,主变压器场
尾水隧洞,变顶高尾水隧洞
输水建筑物,水电站输水建筑物
引水建筑物,水电站引水建筑物
自动调节渠道,非自动调节渠道
动力渠道,动力渠道水力计算
流量,动力渠道设计流量
动力渠道,动力渠道设计流量
设计流量,动力渠道设计流量
水能,动力渠道极限过水能力
动力渠道,动力渠道极限过水能力
日调节,日调节池
抽水蓄能电站,抽水蓄能电站进出水口
拦污栅,水电站拦污栅
闸门,进水口闸门
闸门,闸门旁通管
流速,隧洞临界流速
水锤,水锤波
水锤,水锤波速
水锤波,水锤波速
水锤,直接水锤
水锤,间接水锤
水锤,第一相水锤
水锤,极限水锤
水锤,水锤计算解析法
水锤,水锤计算特征线法
水锤,水锤计算图解法
水轮机,反击式水轮机
水轮机,冲击式水轮机
水轮机,混流式水轮机
水轮机,轴流式水轮机
水轮机,轴流定桨式水轮机
水轮机,轴流转桨式水轮机
水轮机,斜流式水轮机
水轮机,可逆式水轮机
水轮机,贯流式水轮机
水轮机,灯泡贯流式水轮机
贯流式水轮机,灯泡贯流式水轮机
水轮机,轴伸贯流式水轮机
贯流式水轮机,轴伸贯流式水轮机
水轮机,竖井贯流式水轮机
贯流式水轮机,竖井贯流式水轮机
水轮机,水斗式水轮机
水轮机,双击式水轮机
水轮机,斜击式水轮机
水轮机,水轮机最优工况
水轮机,水轮机空蚀
水轮发电机,水轮发电机组振动
水轮机,水轮机飞逸转速
水轮机,水轮机进水阀
起重机,桥式起重机
桥式起重机,双小车桥式起重机
起重机,双小车桥式起重机
水系,供水系统
水系,水电站排水系统
真空破坏阀,水轮机真空破坏阀
水轮机,水轮机真空破坏阀
水轮机,水轮机补气装置
变压器,三绕组变压器
变压器,自耦变压器
变压器,变压器冷却
配电装置,成套配电装置
离心泵,自吸式离心泵
水泵,潜水泵
水锤,水锤泵
水利,水利枢纽等别
水利枢纽,水利枢纽等别
水工建筑物,水工建筑物级别
水工建筑物,永久性水工建筑物
水工建筑物,临时性水工建筑物
水工建筑物,水工建筑物抗震设计
设计标准,抗震设计标准
重力坝,重力坝基本剖面
重力坝,重力坝实用剖面
稳定温度场,非稳定温度场
土坝,均质土坝
水力冲填,水力冲填坝
土坝,水中倒土坝
水力冲填坝,自流式水力冲填坝
水力冲填,自流式水力冲填坝
土石坝,碾压式土石坝
心墙,斜心墙坝
渗漏,坝基渗漏
防渗墙,混凝土防渗墙
土坝,土坝坝坡
反滤,反滤层
流土,溢流土石坝
土石坝,溢流土石坝
爆破,定向爆破筑坝
定向爆破,定向爆破筑坝
堆石坝,钢筋混凝土面板堆石坝
堆石坝,堆石坝分区
心墙,土工膜防渗心墙坝
斜墙,土工膜防渗斜墙坝
库盘防渗,土工膜库盘防渗
反滤,土工织物反滤
土坝,堆石混凝土坝
重力坝,溢流重力坝
重力坝,非溢流重力坝
溢流重力坝,非溢流重力坝
重力坝,宽缝重力坝
重力坝,空腹重力坝
排水孔,坝基排水孔
坝基排水,坝基排水孔
廊道,廊道集水沟
廊道,排水廊道
廊道,基础灌浆廊道
灌浆,基础灌浆廊道
灌浆,灌浆区
拱坝,等半径拱坝
拱坝,等中心角变半径拱坝
拱坝,变中心角变半径拱坝
拱坝,重力拱坝
重力坝,拱形重力坝
拱坝,薄拱坝
拱坝,单曲拱坝
拱坝,双曲拱坝
拱坝,拱坝体形
拱坝,空腹拱坝
封拱,封拱温度
横缝,圆弧形横缝
土坝,碾压混凝土坝
碾压混凝土,碾压混凝土坝
变态混凝土,变态混凝土防渗
拱坝,连拱坝
平板坝,溢流平板坝
水闸,进水闸
水闸,排水闸
退水,退水闸
水闸,退水闸
分洪,分洪闸
水闸,涵洞式水闸
涵洞,涵洞式水闸
水闸,桩基式水闸
水闸,装配式水闸
水闸,浮运式水闸
边墩,边墩绕流
闸门,检修闸门
闸门,事故闸门
闸门,平面闸门
闸门,双扉平板闸门
闸门,有轨平面弧形双开闸门
闸门,π形闸门
闸门,弧形闸门
闸门,圆筒闸门
闸门,双曲扁壳闸门
闸门,圆柱壳体弧形闸门
弧形闸门,圆柱壳体弧形闸门
闸门,拱形闸门
闸门,升卧式闸门
闸门,屋顶式闸门
闸门,舌瓣闸门
闸门,旋转刚架闸门
闸门,浮箱式闸门
闸门,自动翻倒闸门
止水,闸门止水
闸门,闸门止水
启闭机,活动启闭机
启闭机,固定启闭机
启闭机,螺杆式启闭机
启闭机,油压式启闭机
流量,设计流量
流量,校核流量
洪量,泄洪量
泄洪,泄洪量
下游,下游消能
消能工,辅助消能工
水垫塘,水垫塘消能
消能工,宽尾墩联合消能工
护坦,逆坡式斜护坦
护坦,顺坡式斜护坦
护坦,护坦锚筋
排水孔,护坦排水孔
护坦,护坦排水孔
塔式首部,岸塔式首部
溢洪道,开敞式河岸溢洪道
溢洪道,侧槽式河岸溢洪道
溢洪道,竖井式溢洪道
溢洪道,虹吸式溢洪道
溢洪道,非常溢洪道
雪,滑雪式溢洪道
溢洪道,滑雪式溢洪道
溢洪道,溢洪道控制堰
衬砌,隧洞衬砌
衬砌,预应力衬砌
廊道,钢管廊道
截流,截流环
廊道,冲沙廊道式渠首
冲沙廊道,冲沙廊道式渠首
廊道,冲沙廊道
落差,落差建筑物
涵洞,有压式涵洞
涵洞,无压式涵洞
涵洞,管形涵洞
涵洞,箱形涵洞
涵洞,盖板式涵洞
涵洞,拱形涵洞
水工建筑物,水工建筑物地基处理
渡槽,梁式渡槽
渡槽,拱式渡槽
护坡,抛石护坡
抛石,抛石护坡
护坡,砌石护坡
护坡,柳栅护坡
水工建筑物,水工建筑物除险加固
防渗体,防渗体缺陷处理
水工建筑物,水工建筑物安全监控
水工建筑物,水工建筑物安全监测
大坝安全监控,大坝安全监控模型
流量,渗流量监测
倾斜仪,水管倾斜仪
应力计,无应力计
土坝,奥洛维尔土坝
土坝,阿斯旺土坝
土坝,努列克土坝
重力坝,大狄克桑斯重力坝
重力坝,布拉茨克宽缝重力坝
宽缝重力坝,布拉茨克宽缝重力坝
拱坝,英古里拱坝
拱坝,萨扬舒申斯克拱坝
拱坝,旦尼尔约翰逊连拱坝
连拱坝,旦尼尔约翰逊连拱坝
拱坝,姆拉丁尼拱坝
拱坝,佛子岭连拱坝
连拱坝,佛子岭连拱坝
水库,欧文瀑布水库
瀑布,欧文瀑布水库
水库,官厅水库
水库,三门峡水库
水利,丹江口水利枢纽
水利枢纽,丹江口水利枢纽
水利,葛洲坝水利枢纽
水利枢纽,葛洲坝水利枢纽
水利,三峡水利枢纽
水利枢纽,三峡水利枢纽
拱坝,锦屏拱坝
拱坝,小湾拱坝
水利,小浪底水利枢纽
水利枢纽,小浪底水利枢纽
堆石坝,水布垭混凝土面板堆石坝
水利,向家坝水利枢纽
水利枢纽,向家坝水利枢纽
水利,旁多水利枢纽
水利枢纽,旁多水利枢纽
水利,隔河岩水利枢纽
水利枢纽,隔河岩水利枢纽
堆石坝,糯扎渡心墙堆石坝
心墙,糯扎渡心墙堆石坝
重力坝,龙滩碾压混凝土重力坝
碾压混凝土,龙滩碾压混凝土重力坝
抽水蓄能电站,天荒坪抽水蓄能电站
拱坝,沙牌碾压混凝土拱坝
碾压混凝土,沙牌碾压混凝土拱坝
水库,大伙房水库输水工程
防洪,临淮岗防洪枢纽
起重机,桅杆式起重机
起重机,自行式起重机
起重机,塔式起重机
起重机,门座起重机
起重机,双悬臂起重机
起重机,缆索起重机
起重机,龙门起重机
进占,进占法
挤压式边墙,挤压式边墙施工法
爆破,爆破机理
爆破,爆破作用圈
爆破,爆破漏斗
爆破,爆破作用指数
爆破,松动爆破
爆破,抛掷爆破
炸药,炸药威力
炸药,炸药敏感度
炸药,炸药氧平衡
炸药,炸药殉爆距离
炸药,炸药安定性
导爆管,导爆管起爆
导爆索,导爆索起爆
爆破,浅孔爆破法
爆破,深孔爆破法
爆破,硐室爆破法
爆破,裸露爆破法
爆破,控制爆破
爆破,定向爆破
爆破,光面爆破
爆破,预裂爆破
爆破,缓冲孔爆破
爆破,微差爆破
爆破,岩塞爆破
爆破,水下爆破
爆破,静态爆破
爆破,爆破安全距离
爆破,爆破公害
冲毛,冲毛枪
切缝,混凝土切缝机
爆破,钻孔爆破开挖法
槽孔,掏槽孔
衬砌,喷射混凝土衬砌
挖槽机,冲击式挖槽机
挖槽机,抓斗式挖槽机
灌浆,固结灌浆
灌浆,帷幕灌浆
灌浆,砂砾地基灌浆
灌浆,接触灌浆
灌浆,回填灌浆
纵缝,纵缝灌浆
灌浆,纵缝灌浆
灌浆,化学灌浆
灌浆,灌浆设备
灌浆,全孔一次灌浆法
灌浆,全孔分段灌浆法
灌浆,纯压灌浆法
灌浆,循环灌浆法
灌浆,打管灌浆法
灌浆,套管灌浆法
灌浆,GIN灌浆法
灌浆,孔口封闭灌浆法
灌浆,灌浆浆液浓度
灌浆,灌浆试验
灌浆,灌浆压力
挖泥船,吸扬式挖泥船
挖泥船,绞吸式挖泥船
挖泥船,耙吸式挖泥船
挖泥船,抓斗式挖泥船
挖泥船,铲斗式挖泥船
挖泥船,链斗式挖泥船
挖泥船,挖泥船纵挖法
挖泥船,挖泥船横挖法
吹填,吹填土
抛石,基床抛石
抛石,抛石船
灌浆,高压喷射灌浆法
渡槽,渡槽导流
流量,导流设计流量
设计流量,导流设计流量
水位,施工拦洪水位
洪水,施工拦洪水位
流量,截流设计流量
设计流量,截流设计流量
截流,截流设计流量
堤,截流戗堤
戗堤,截流戗堤
截流,截流戗堤
堤,单戗堤截流
戗堤,单戗堤截流
截流,单戗堤截流
堤,多戗堤截流
戗堤,多戗堤截流
截流,多戗堤截流
堤,宽戗堤截流
戗堤,宽戗堤截流
截流,宽戗堤截流
龙口,龙口落差
落差,龙口落差
水位,人工降低地下水位
管井,管井排水
水利,环境水利
水文学,环境水文学
污染源,点污染源
水污染物,易降解水污染物
水污染物,难降解水污染物
水质监测,水质监测站网
水质监测,水质监测项目
水质监测,水质监测断面
采样,水质采样器
采样,采样点
采样,采样频率
湖泊,湖泊内源污染
湖泊,湖泊外源污染
湖泊,浅水湖泊
湖泊,深水湖泊
河流,河流复氧
水库,水库分层
溶解氧,溶解氧超饱和
湿地,湿地环境效应
水污染物,水污染物排放标准
水功能区,水功能区划
非点源污染,非点源污染物控制
水库,水库冷害
流域,流域水环境规划
环境规划,流域水环境规划
水利,水利信息
水利,水利基础信息
水资源,水资源信息
水利,农村水利信息
农村水利,农村水利信息
水利信息,农村水利信息
水利,水利工程信息
水利工程,水利工程信息
水利,水利政务信息
水利,水利信息化
水利信息,水利信息化
水利,水利信息化综合体系
水利信息,水利信息化综合体系
水利信息化,水利信息化综合体系
流域,智慧流域
水利,水利信息化基础设施
水利信息,水利信息化基础设施
水利信息化,水利信息化基础设施
水利,水利数据中心
水利,水利专网
水利,水利信息采集系统
水利信息,水利信息采集系统
水利,水利工程监控系统
水利工程,水利工程监控系统
信息集成,水信息集成和共享服务系统
水利,水利业务应用系统
水利,水利信息技术
水利信息,水利信息技术
文化,水文化
水利,水利文化
文化,水利文化
文化,物质形态水文化
水文化,物质形态水文化
文化,水工程文化
梯田,哈尼梯田
文化,水工具文化
文化,水景观文化
水利,水利风景区
文化,水文化遗产
水文化,水文化遗产
文化,行为形态水文化
水文化,行为形态水文化
水利,水利社会
文化,节水文化
水文化,节水文化
干旱,世界防止荒漠化和干旱日
文化,精神形态水文化
水文化,精神形态水文化
水利,水利精神
红旗渠,红旗渠精神
河流,河流辩证法
河流,河流伦理
文化,地域水文化
水文化,地域水文化
河流,河流文化
文化,河流文化
文化,海洋文化
水利,水利史
防洪,防洪抗旱
水利,农业水利
水利工程,水域
水库,下游
水库,湖泊
水位,水工建筑物
水库,水位
流量,防洪标准
堤,湖流
干渠,八堡圳
水文资料,水文年鉴
河流,地面径流
流域,分水线
沼泽,河源
河流,支流
冰川,冰蚀湖
河流,凌汛
河流,封冻
河流,冰坝
雪,春汛
流域,径流量
径流量,降水量
河流,融雪径流
水库,洪水
洪水,泄洪能力
径流量,枯水期
洪水,下游
洪水,暴雨径流
水位,洪潮遭遇
洪水,河流
水位,分洪
洪水,行洪区
堤,洪水
堤,主坝
水库,副坝
堤,副坝
水位,散浸
脱坡,滤水还坡
参考作物需水量,作物系数
播前灌溉,储水灌溉
水位,自流灌溉
水位,提水灌溉
灌溉,矿化度
矿化度,淡水
矿化度,咸水
灌溉,淡水
灌溉,格田
流量,排涝模数
河流,河槽
湖泊,容泄区
堤,圩区
盐土,盐碱土
盐土,碱化
返盐,碱化
水库,灌区
径流,排水工程
年调节,库容系数
水库,流量
流量,无调节水电站
坝后式水电站,调频电站
水库,备用容量
水能资源,农村水电站
变压器,地下厂房
流速,设计流量
闸门,拦污栅
水轮机进水阀,调节流量
水轮机,伸缩节
水轮发电机,励磁机
混流泵,蜗壳
真空泵,底阀
水闸,止水
防渗体,土石坝
水库,溢流土石坝
止水,横缝
闸门,上游
水位,检修闸门
平面闸门,螺杆式启闭机
闸门,启闭机
闸门,固定启闭机
衬砌,排沙底孔
水轮机,水电站拦污栅
闸门,溢洪道
衬砌,水工隧洞
衬砌,回填灌浆
衬砌,圆形隧洞
水利工程,流量
库容,流域面积
重力坝,挡水建筑物
挡水建筑物,宽缝重力坝
主坝,拱形重力坝
大坝加高,防洪标准
上游,流域面积
重力坝,上游
水库,径流
水库,水资源
溢洪道,混凝土浇筑
河流,河床
设计标准,导流设计流量
径流量,上游
枯水期,河槽
水位,河流
河流,流速
闸室,下游
闸室,挡水建筑物
水经,闸室
污染源,生活污水
供水系统,采样点
污染源,采样点
河流,采样点
文化,水域
水利工程,红旗渠
河流,湖泊
水利,水资源
水利,涝
水资源,淡水
水资源,径流
水利普查,水资源开发
水利枢纽,水利系统
流域,水利系统
水利系统,水利资源
城市水利,水害
洪水,水域
流域规划,水利资源
水资源,长江流域综合规划
长江流域综合规划,水害
长江流域综合规划,蓄滞洪区
长江流域综合规划,节水型社会
跨流域开发,水利资源
跨流域开发,引水建筑物
水力发电,跨流域开发
红水河梯级开发,防洪标准
黄河治理,洪灾
堤,黄河治理
淮河治理,水利资源
淮河治理,大型灌区
水利枢纽,淮河治理
水库,淮河治理
水利工程,涝
水利枢纽,水利资源
水利枢纽,落差
水利枢纽,溢洪道
串联水库,下游
串联水库,水利资源
注入式水库,客水
洪水,注入式水库
堤,平原水库
渗漏,平原水库
平原水库,渍
地下水库,截水墙
水库特征水位,流域面积
洪水,水库防洪限制水位
水库防洪限制水位,共用库容
库容,水库防洪限制水位
水库防洪限制水位,防洪库容
水库防洪限制水位,兴利库容
水库校核洪水位,设计洪水
水库校核洪水位,调洪演算
水库校核洪水位,有效库容
库容,水库校核洪水位
水库防洪高水位,防洪标准
流量,水库防洪高水位
洪水,死库容
有效库容,径流调节
有效库容,兴利库容
有效库容,调洪库容
有效库容,共用库容
流量,防洪库容
洪水,防洪库容
防洪库容,兴利库容
拦洪库容,设计洪水
洪水,调洪库容
调洪库容,水库校核洪水位
水库,径流调节
水利,径流调节
水库调节周期,水库死水位
